TripID,MMSI,MeanSOG,VesselName,IMO,CallSign,VesselType,Length,Width,Draft,Cargo,DepTime,ArrTime,DepLat,DepLon,ArrLat,ArrLon,DepCountry,DepCity,ArrCountry,ArrCity,Duration
479,367353110,8.586764705882354,PELICAN STATE,IMO9408102,WDE4433,1024.0,183.0,32.2,12.8,80.0,2017-01-01 00:00:18,2017-01-01 02:42:19,40.29367,-125.73608,40.68205,-125.7497,US,Ferndale,US,Ferndale,0 days 02:42:01
495,538002511,0.1593749999999999,AJAX,IMO9296808,V7JF9,1004.0,224.0,32.3,14.2,70.0,2017-01-01 00:00:52,2017-01-01 02:42:49,49.1023,-123.71367,49.099,-123.70942,CA,Ladysmith,CA,Ladysmith,0 days 02:41:57
501,636014222,0.0,ZIM ROTTERDAM,IMO9398450,A8SI8,1004.0,349.0,45.73,15.0,79.0,2017-01-01 00:01:40,2017-01-01 02:34:34,47.26405,-122.39157,47.26407,-122.39158,US,Fife,US,Fife,0 days 02:32:54
505,369210000,0.0973684210526316,MUCHOS MAS,IMO9772412,WDJ3261,37.0,50.0,13.0,0.0,37.0,2017-01-01 00:04:03,2017-01-01 02:37:01,49.19949,-123.08908999999998,49.19949,-123.08908,CA,Richmond,CA,Richmond,0 days 02:32:58
506,538004682,12.121428571428574,ZAO GALAXY,IMO9566150,V7YK9,1024.0,159.03,27.13,10.0,82.0,2017-01-01 00:02:07,2017-01-01 02:40:58,48.47234,-125.99523,48.47516,-125.19586,CA,Ucluelet,CA,Ucluelet,0 days 02:38:51
507,249280000,0.0867924528301887,DESPINA D,IMO9310408,9HOL9,1004.0,224.94,32.26,14.1,70.0,2017-01-01 00:01:44,2017-01-01 02:43:40,47.27648,-122.44085,47.27623,-122.43938,US,Tacoma,US,Tacoma,0 days 02:41:56
514,538002284,0.0085106382978723,SEAWAYS ARIADMAR,IMO9273624,V7HP6,1024.0,183.0,32.23,12.3,80.0,2017-01-01 00:00:08,2017-01-01 02:43:16,37.75007,-122.33485,37.75013,-122.3346,US,Oakland,US,Oakland,0 days 02:43:08
519,636014804,0.0076923076923076,WORLD HARMONY,IMO9382970,A8WQ2,1024.0,227.99,32.56,14.3,80.0,2017-01-01 00:02:07,2017-01-01 02:35:07,37.72934,-122.3446,37.72925,-122.34421,US,Brisbane,US,Brisbane,0 days 02:33:00
526,477020100,11.585384615384614,SEASPAN FELIXSTOWE,IMO9227039,VRBH8,1004.0,259.8,32.35,12.6,70.0,2017-01-01 00:00:01,2017-01-01 02:32:11,34.338809999999995,-120.4327,34.54886,-120.93503,US,Lompoc,US,Vandenberg Air Force Base,0 days 02:32:10
528,316001125,0.0353383458646616,SENA II,IMO6422602,CFG7275,1001.0,28.66,6.74,3.4,30.0,2017-01-01 00:00:03,2017-01-01 02:39:32,49.12433,-123.19027,49.12436,-123.19028,CA,Richmond,CA,Richmond,0 days 02:39:29
559,316005605,3.6066666666666674,BALLANTYNE STRAITS,IMO7391977,CZ5836,1025.0,22.86,7.32,4.0,52.0,2017-01-01 00:00:12,2017-01-01 02:24:26,49.23097,-122.7712,49.20075,-122.90365,CA,Coquitlam,CA,New Westminster,0 days 02:24:14
578,368032000,0.0726027397260272,OCEAN ROVER,IMO7303968,KRLM,1001.0,77.9,16.53,8.3,30.0,2017-01-01 00:00:03,2017-01-01 02:41:59,47.6281,-122.38086,47.62812,-122.38086,US,Seattle,US,Seattle,0 days 02:41:56
582,355170000,10.281679389312975,ACHILLES BULKER,IMO9270907,HPOA,1004.0,177.0,28.4,10.0,70.0,2017-01-01 00:00:01,2017-01-01 02:42:49,37.97503,-123.13382,38.16328,-123.61688,US,Inverness,US,Sea Ranch,0 days 02:42:48
587,564071000,0.2326530612244897,EVER UNIFIC,IMO9168843,9V7961,1004.0,284.99,40.0,12.7,74.0,2017-01-01 00:00:51,2017-01-01 02:43:44,48.35817,-123.3455,48.35783,-123.34217,CA,Victoria,CA,Victoria,0 days 02:42:53
604,316002059,0.086046511627907,GENERAL JACKSON,IMO5058674,CFL9803,1025.0,32.01,8.59,4.1,52.0,2017-01-01 00:00:14,2017-01-01 02:41:12,49.2079,-122.89039,49.20788,-122.89037,CA,New Westminster,CA,New Westminster,0 days 02:40:58
611,366866930,0.0,TUG RESPONSE,IMO9258806,WDA9597,52.0,40.0,14.0,6.1,52.0,2017-01-01 00:00:06,2017-01-01 02:41:02,47.58963,-122.3501,47.58964,-122.35009,US,Seattle,US,Seattle,0 days 02:40:56
614,218284000,14.477931034482756,KUALA LUMPUR EXPRESS,IMO9343730,DFNB2,1004.0,336.3,42.8,14.5,79.0,2017-01-01 00:00:00,2017-01-01 02:50:35,34.60768,-120.98441,35.1885,-121.42057,US,Vandenberg Air Force Base,US,Cambria,0 days 02:50:35
618,338221000,13.989795918367347,OVERSEAS BOSTON,IMO9353565,WJBU,1024.0,183.2,32.2,12.2,80.0,2017-01-01 00:00:03,2017-01-01 02:38:19,46.13906,-123.02194,46.22836,-123.73081,US,West Longview,US,Astoria,0 days 02:38:16
622,366887940,0.0,SEA HORSE,IMO7404085,WBN4382,1025.0,36.63,10.37,4.3,31.0,2017-01-01 00:00:06,2017-01-01 02:43:39,43.36675,-124.17741,43.36676,-124.1774,US,Bunker Hill,US,Bunker Hill,0 days 02:43:33
625,367384610,2.776041666666668,AMERICA,IMO9430492,WDE6770,1025.0,29.87,12.19,5.2,52.0,2017-01-01 00:00:01,2017-01-01 02:40:51,37.75238,-122.34297,37.81992,-122.36048,US,San Francisco,US,San Francisco,0 days 02:40:50
636,229031000,0.0,GENNARO IEVOLI,IMO9223851,9HA3007,1024.0,170.15,27.2,10.3,80.0,2017-01-01 00:00:18,2017-01-01 02:37:24,37.92061,-122.36882,37.92061,-122.36881,US,Richmond,US,Richmond,0 days 02:37:06
640,311000519,0.0338345864661654,DANAE R,IMO9316878,C6CN3,1004.0,225.0,32.26,14.0,79.0,2017-01-01 00:00:05,2017-01-01 02:34:23,49.30095,-123.23122,49.2999,-123.22928,CA,West Vancouver,CA,West Vancouver,0 days 02:34:18
641,316015742,0.0007874015748031,VIKING MOON,IMO8733914,CFL3682,1001.0,24.54,7.46,6.3,0.0,2017-01-01 00:01:10,2017-01-01 02:37:27,49.12436,-123.19,49.12438,-123.18998,CA,Richmond,CA,Richmond,0 days 02:36:17
642,366757950,0.024,MOUNT BONA,IMO8973095,WDI8454,1025.0,26.27,9.75,3.5,31.0,2017-01-01 00:02:20,2017-01-01 02:35:17,47.2629,-122.36398,47.26289000000001,-122.364,US,Fife Heights,US,Fife Heights,0 days 02:32:57
648,538003008,0.1555555555555556,ECOMAR G O,IMO9387633,V7NS3,1004.0,225.0,32.26,14.3,70.0,2017-01-01 00:01:33,2017-01-01 02:31:31,49.19985,-123.91012,49.19871,-123.90697,CA,Nanaimo,CA,Nanaimo,0 days 02:29:58
653,636014626,0.0953488372093023,ERACLEA,IMO9583330,A8VM2,1004.0,189.98,32.26,12.8,70.0,2017-01-01 00:02:23,2017-01-01 02:20:22,49.30302,-123.09527,49.30283,-123.09508999999998,CA,North Vancouver,CA,North Vancouver,0 days 02:17:59
658,316005594,8.324999999999996,OCEAN CLIPPER,IMO6517304,CY7666,1025.0,29.11,8.36,4.0,32.0,2017-01-01 00:00:11,2017-01-01 02:37:49,49.38571,-123.61345,49.54406,-124.09702,CA,Gibsons,CA,Parksville,0 days 02:37:38
672,367396710,1.447244094488189,Z-FOUR,IMO9194165,WDE7715,1025.0,28.7,9.75,3.5,52.0,2017-01-01 00:00:02,2017-01-01 02:31:32,37.79366,-122.30574,37.79548,-122.32166,US,Oakland,US,Emeryville,0 days 02:31:30
673,373146000,0.0038461538461538,CONDOR ARROW,IMO9552886,3FHY3,1004.0,199.98,32.26,13.5,70.0,2017-01-01 00:00:01,2017-01-01 02:38:55,45.60115,-122.77502,45.60115,-122.77505,US,West Haven,US,West Haven,0 days 02:38:54
674,316022149,0.0021428571428571,NORTHERN ALLIANCE,IMO8714437,CFN6077,1001.0,39.3,9.78,4.1,30.0,2017-01-01 00:00:00,2017-01-01 02:42:58,49.29877000000001,-123.02924,49.29876,-123.0292,CA,North Vancouver,CA,North Vancouver,0 days 02:42:58
679,355489000,0.0,AURORA BULKER,IMO9270919,HPTR,1004.0,177.0,28.4,9.5,70.0,2017-01-01 00:01:34,2017-01-01 02:37:34,37.79397,-122.2915,37.79395,-122.29152,US,Oakland,US,Oakland,0 days 02:36:00
686,271041862,0.06875,CERBA,IMO9470064,TCYN9,1004.0,228.96,32.28,14.5,79.0,2017-01-01 00:00:03,2017-01-01 02:41:03,46.2412,-123.72008999999998,46.24073,-123.71993,US,Astoria,US,Astoria,0 days 02:41:00
687,367007880,0.0107913669064748,JOSEPH SAUSE,IMO7402726,WTW9258,1025.0,30.28,8.84,4.2,32.0,2017-01-01 00:00:02,2017-01-01 02:42:32,37.75823,-122.32175,37.75838,-122.32152,US,Oakland,US,Oakland,0 days 02:42:30
689,316003768,0.0372262773722627,ISLAND SUN,IMO8950639,VG7348,1001.0,23.0,7.01,2.9,30.0,2017-01-01 00:00:17,2017-01-01 02:41:45,48.66774,-123.40719,48.66774,-123.40716,CA,North Saanich,CA,North Saanich,0 days 02:41:28
704,538007072,0.1622641509433962,YOUNGHEUNG,IMO9502934,V7MA7,1004.0,291.97,45.0,18.2,70.0,2017-01-01 00:02:02,2017-01-01 02:46:58,48.40973,-123.42762,48.40742,-123.42595,CA,Colwood,CA,Victoria,0 days 02:44:56
705,367122220,0.0171641791044776,REVOLUTION,IMO9369203,WDD2974,1025.0,23.8,10.36,4.6,52.0,2017-01-01 00:00:06,2017-01-01 02:35:15,37.92113,-122.40878,37.92114,-122.40877,US,North Richmond,US,North Richmond,0 days 02:35:09
717,565672000,0.02,DARWIN,IMO9230153,9V3942,1004.0,224.95,32.24,13.9,70.0,2017-01-01 00:00:26,2017-01-01 02:33:24,49.3083,-123.11574,49.3083,-123.11571,CA,West End,CA,West End,0 days 02:32:58
723,372221000,11.723664122137404,NAVIOS APOLLON,IMO9211145,3FFW2,1004.0,189.9,32.26,12.0,70.0,2017-01-01 00:00:03,2017-01-01 02:39:12,37.45653,-123.29862,37.70637,-122.73828,US,Bolinas,US,Bolinas,0 days 02:39:09
756,366062000,0.0014388489208633,NORTHERN HAWK,IMO8030489,KUCE,1001.0,104.06,15.85,6.1,30.0,2017-01-01 00:00:04,2017-01-01 02:42:31,47.63577,-122.32938,47.63576,-122.3294,US,Seattle,US,Seattle,0 days 02:42:27
758,319421000,0.0,ATTESSA,IMO1006099,ZCRH2,1019.0,68.58,11.29,3.2,37.0,2017-01-01 00:05:26,2017-01-01 02:36:30,49.30908,-123.08165,49.30908,-123.08164,CA,North Vancouver,CA,North Vancouver,0 days 02:31:04
766,357961000,13.435000000000004,BRAVERY ACE,IMO9207120,3FYP9,1004.0,189.45,32.2,9.6,70.0,2017-01-01 00:00:00,2017-01-01 02:41:01,37.90577,-122.36265,37.52407,-122.72477,US,Richmond,US,Montara,0 days 02:41:01
768,366577000,0.0,R M THORSTENSON,IMO7710745,KGCJ,1002.0,90.07,13.72,6.7,30.0,2017-01-01 00:00:06,2017-01-01 02:43:17,47.64615,-122.33966,47.64617,-122.33969,US,Seattle,US,Seattle,0 days 02:43:11
769,316011649,0.9266666666666667,BURRARD BEAVER,IMO7530054,CZ8236,1012.0,34.29,12.65,2.0,60.0,2017-01-01 00:00:26,2017-01-01 02:43:44,49.31081,-123.08473,49.30447,-123.09485,CA,North Vancouver,CA,North Vancouver,0 days 02:43:18
770,477325600,0.0872340425531915,SHAO SHAN 6,IMO9500314,VRKP2,1004.0,225.0,32.26,14.2,70.0,2017-01-01 00:00:01,2017-01-01 02:35:57,49.30028,-123.07255,49.30077,-123.07249,CA,North Vancouver,CA,North Vancouver,0 days 02:35:56
776,316009219,5.002877697841726,ISLAND SCOUT,IMO8967450,CFG7527,1025.0,23.92,7.54,3.4,52.0,2017-01-01 00:00:06,2017-01-01 02:39:51,49.3026,-123.28567,49.29117,-122.97368,CA,Bowen Island,CA,Burnaby,0 days 02:39:45
789,477874000,0.0520833333333333,HAPPY CLIPPER,IMO9218521,VRWX9,1004.0,225.0,32.26,13.9,70.0,2017-01-01 00:01:06,2017-01-01 02:41:38,46.23567,-123.73,46.235,-123.7295,US,Astoria,US,Astoria,0 days 02:40:32
815,316003982,0.8229629629629627,KAYMAR,IMO7397737,CZ3627,1025.0,20.21,7.62,3.1,52.0,2017-01-01 00:00:02,2017-01-01 02:43:32,49.29803,-123.02922,49.2887,-123.07056,CA,North Vancouver,CA,North Vancouver,0 days 02:43:30
828,316012721,0.0,SST ORLEANS,IMO9424998,CFN5087,1025.0,30.5,12.19,5.0,38.0,2017-01-01 00:00:03,2017-01-01 02:41:33,49.29073,-123.06117,49.29074,-123.06119,CA,North Vancouver,CA,North Vancouver,0 days 02:41:30
837,367396670,0.4260869565217399,Z-THREE,IMO9194153,WDE7712,1025.0,28.7,9.75,3.5,52.0,2017-01-01 00:00:02,2017-01-01 02:38:11,37.7935,-122.30542,37.79225,-122.28568,US,Oakland,US,Oakland,0 days 02:38:09
838,538002992,19.109489051094886,NYK CONSTELLATION,IMO9337626,V7NP4,1004.0,294.12,32.2,13.5,70.0,2017-01-01 00:00:05,2017-01-01 02:38:23,47.25079,-125.26769,46.40024,-125.22398,US,Forks,US,Long Beach,0 days 02:38:18
842,316001731,0.0,ALISON NICOLE I,IMO7406681,CFC6672,1025.0,22.25,7.32,2.9,32.0,2017-01-01 00:00:06,2017-01-01 02:37:54,49.1553,-123.00628,49.15523,-123.00625,CA,Delta,CA,Delta,0 days 02:37:48
843,316023833,0.0,RAW SPIRIT,IMO9185188,CFN6361,1001.0,42.99,11.0,6.9,30.0,2017-01-01 00:00:05,2017-01-01 02:39:23,48.43057,-123.37578,48.43058,-123.37575,CA,Victoria,CA,Victoria,0 days 02:39:18
845,271040248,11.109629629629628,IDC FALCON,IMO9324069,TCXI5,1004.0,189.9,32.26,12.5,79.0,2017-01-01 00:00:08,2017-01-01 02:33:23,48.54783,-123.21332,48.26698,-123.60907,CA,Oak Bay,CA,Metchosin,0 days 02:33:15
847,538070715,0.0835714285714284,ALCHEMY,IMO8734281,V7TT8,1019.0,40.27,7.37,2.9,37.0,2017-01-01 00:00:02,2017-01-01 02:37:20,47.66167,-122.3855,47.66167,-122.3855,US,Seattle,US,Seattle,0 days 02:37:18
859,366607000,0.0195652173913043,OREGON RESPONDER,IMO9043938,WBO8590,1011.0,64.18,13.54,4.5,54.0,2017-01-01 00:01:39,2017-01-01 02:31:43,46.18885,-123.86044,46.18884,-123.86046,US,Astoria,US,Astoria,0 days 02:30:04
862,368555000,0.0479674796747967,ARCTIC STORM,IMO8720113,WTQ5896,1001.0,101.81,14.81,6.4,30.0,2017-01-01 00:00:10,2017-01-01 02:33:07,47.63027,-122.3839,47.63034,-122.38384,US,Seattle,US,Seattle,0 days 02:32:57
866,367124390,0.1957446808510638,NRC COLUMBIA,IMO8978485,WDA8288,1011.0,38.4,9.14,2.6,54.0,2017-01-01 00:01:02,2017-01-01 02:27:58,48.83196,-122.72043,48.83188,-122.72061,US,Birch Bay,US,Birch Bay,0 days 02:26:56
868,316001068,2.327619047619048,ARCTIC HOOPER,IMO7601786,VD3837,1025.0,33.53,10.83,4.0,31.0,2017-01-01 00:00:34,2017-01-01 02:33:43,49.19538,-122.90736,49.1541,-123.00681000000002,CA,New Westminster,CA,Ladner,0 days 02:33:09
878,368037000,0.0,ISLAND ENTERPRISE,IMO7710721,WDB4539,1001.0,92.66,13.74,4.5,30.0,2017-01-01 00:00:52,2017-01-01 02:36:55,47.28188,-122.40618,47.28188,-122.40614,US,Tacoma,US,Tacoma,0 days 02:36:03
881,367513190,0.018,PORTLAND,IMO8118035,WDG2201,1025.0,32.82,10.42,4.0,52.0,2017-01-01 00:02:22,2017-01-01 02:32:22,45.64347,-122.75291,45.64349,-122.75294,US,Lake Shore,US,Lake Shore,0 days 02:30:00
883,351427000,0.0490196078431372,ILIA,IMO9577460,3FSB9,70.0,229.0,32.0,7.0,70.0,2017-01-01 00:01:10,2017-01-01 02:37:10,45.64381,-122.74105,45.64375,-122.7411,US,Lake Shore,US,Lake Shore,0 days 02:36:00
889,338657000,8.441860465116276,GREEN COVE,IMO9181560,WDG5660,1004.0,199.93,32.26,10.0,70.0,2017-01-01 00:00:08,2017-01-01 02:39:22,37.87143,-122.99819,37.79013,-122.54377,US,Inverness,US,Marin City,0 days 02:39:14
893,316011504,0.0029411764705882,SEASPAN PUSHER,IMO8744688,CFG582,1025.0,30.36,8.84,5.1,0.0,2017-01-01 00:01:35,2017-01-01 02:28:33,49.19607,-122.9081,49.19608,-122.90808,CA,New Westminster,CA,New Westminster,0 days 02:26:58
899,538004481,0.1451612903225806,BLUE DRAGON,IMO9604794,V7XH4,1004.0,179.97,29.8,10.5,70.0,2017-01-01 00:03:44,2017-01-01 02:42:42,49.19252,-123.90531,49.19187,-123.9019,CA,Nanaimo,CA,Nanaimo,0 days 02:38:58
911,367454060,0.0231884057971014,GULF PROWLER,IMO8019708,WDF4631,1001.0,33.38,9.15,3.5,0.0,2017-01-01 00:00:02,2017-01-01 02:36:40,47.65882,-122.38101,47.65879,-122.38105,US,Seattle,US,Seattle,0 days 02:36:38
914,258749000,0.0,THELMA VICTORY,IMO9258612,LAYA7,1024.0,182.5,32.2,12.2,89.0,2017-01-01 00:00:07,2017-01-01 02:36:09,49.28959,-123.06993,49.28955,-123.06998,CA,North Vancouver,CA,North Vancouver,0 days 02:36:02
922,366887970,2.157142857142856,PROTECTOR,IMO9139828,WCY2824,1025.0,36.58,12.65,6.0,52.0,2017-01-01 00:00:08,2017-01-01 02:36:51,48.85921,-122.75862,48.803,-122.72209,US,Birch Bay,US,Birch Bay,0 days 02:36:43
923,366940160,0.0,PILOT BOAT NORTHBEND,IMO0640705,WUR9793,90.0,19.0,4.0,10.0,90.0,2017-01-01 00:00:03,2017-01-01 02:40:43,43.36301,-124.19952,43.363,-124.19955,US,Bunker Hill,US,Bunker Hill,0 days 02:40:40
924,477195600,0.0266666666666666,MOUNT HIKURANGI,IMO9580039,VRMC8,1004.0,175.53,29.4,9.6,79.0,2017-01-01 00:00:03,2017-01-01 02:35:02,49.29782,-123.037,49.2978,-123.037,CA,North Vancouver,CA,North Vancouver,0 days 02:34:59
933,338899000,0.0662162162162162,COMMITMENT,IMO9369411,WDE3894,1025.0,40.05,12.8,6.9,32.0,2017-01-01 00:00:55,2017-01-01 02:39:50,37.91141,-122.36456,37.91124,-122.36305,US,Richmond,US,Richmond,0 days 02:38:55
936,538007131,0.1219999999999999,ATLAS B,IMO9464510,V7QS8,1004.0,224.94,32.26,14.1,70.0,2017-01-01 00:00:06,2017-01-01 02:33:04,47.55952,-122.52423,47.55845,-122.52125,US,Manchester,US,Manchester,0 days 02:32:58
940,365709164,0.000709219858156,PETER  M.,IMO8964549,WCY7481,52.0,27.0,9.0,5.0,52.0,2017-01-01 00:00:07,2017-01-01 02:44:45,47.55629,-122.34157,47.55627,-122.3416,US,White Center,US,White Center,0 days 02:44:38
948,316003448,0.0176470588235294,ARCTIC OCEAN,IMO8803290,CZ5166,1001.0,20.67,7.32,3.8,30.0,2017-01-01 00:01:35,2017-01-01 02:37:33,48.95024,-125.55685,48.95023,-125.55689,CA,Ucluelet,CA,Ucluelet,0 days 02:35:58
956,352604000,10.57037037037037,PALMA BULKER,IMO9311191,3FWR,1004.0,225.0,32.26,14.0,70.0,2017-01-01 00:00:06,2017-01-01 01:31:47,33.62718,-121.71323,33.63035,-122.03635,US,Lompoc,US,Lompoc,0 days 01:31:41
958,366972000,0.0,ESSAYONS,IMO7923495,AENO,1005.0,106.69,20.73,8.7,99.0,2017-01-01 00:01:34,2017-01-01 02:43:36,45.56733,-122.7232,45.56729,-122.72329,US,Portland,US,Portland,0 days 02:42:02
961,366766530,0.0021739130434782,SALVAGE CHIEF,IMO5308251,WKGY,1005.0,61.57,10.42,2.9,90.0,2017-01-01 00:01:35,2017-01-01 02:40:35,46.19064,-123.74638,46.19063,-123.74639,US,Astoria,US,Astoria,0 days 02:39:00
962,338132000,0.0,GOLDEN ALASKA,IMO7229710,WDI2020,1001.0,94.0,15.04,6.1,30.0,2017-01-01 00:00:07,2017-01-01 02:42:55,47.66107,-122.38005,47.66117,-122.37997,US,Seattle,US,Seattle,0 days 02:42:48
964,235076283,11.649242424242418,PARAMOUNT HYDRA,IMO9453999,2CWC3,1024.0,249.9,44.0,14.8,89.0,2017-01-01 00:00:09,2017-01-01 02:38:39,37.42478,-122.72902,36.9266,-122.60978,US,Moss Beach,US,Bonny Doon,0 days 02:38:30
967,368038000,0.0478260869565217,KODIAK ENTERPRISE,IMO7517703,WDB4540,1001.0,83.82,13.42,4.7,1.0,2017-01-01 00:04:02,2017-01-01 02:34:04,47.28276,-122.40753,47.28279000000001,-122.40754,US,Tacoma,US,Tacoma,0 days 02:30:02
970,303284000,0.0302158273381295,DISCOVERY,IMO9202302,WDF8208,1010.0,59.13,12.19,3.7,70.0,2017-01-01 00:00:06,2017-01-01 02:40:34,47.63419,-122.32886,47.63412,-122.32889,US,Seattle,US,Seattle,0 days 02:40:28
986,370852000,0.0386363636363636,PLEIADES SPIRIT,IMO9409326,3FYP8,1004.0,200.0,32.26,9.7,70.0,2017-01-01 00:02:22,2017-01-01 02:35:19,49.30685,-123.18946,49.30698,-123.18925,CA,West End,CA,West End,0 days 02:32:57
991,538005302,0.0269230769230769,SEA VENUS,IMO9609134,V7CP8,1004.0,229.0,32.3,14.4,70.0,2017-01-01 00:02:10,2017-01-01 02:41:10,46.02723,-122.86943,46.0272,-122.86943,US,Kalama,US,Kalama,0 days 02:39:00
996,311579000,0.0153846153846153,ASIAN SPIRIT,IMO9247431,C6FW6,1024.0,269.2,45.74,17.5,81.0,2017-01-01 00:01:34,2017-01-01 02:40:33,37.751,-122.35183,37.75083,-122.351,US,San Francisco,US,San Francisco,0 days 02:38:59
997,338922000,0.0210526315789473,CG HENRY BLAKE,IMO9177313,NTVT,1018.0,53.34,10.97,2.4,35.0,2017-01-01 00:02:17,2017-01-01 02:41:15,47.99184,-122.22436,47.99182,-122.22433,US,Everett,US,Everett,0 days 02:38:58
1001,367360890,1.9217391304347813,BISMARCK SEA,IMO7512052,WDE5016,1025.0,39.48,11.59,5.2,56.0,2017-01-01 00:00:02,2017-01-01 02:42:40,48.15463,-123.39418,48.13273,-123.43403,US,Port Angeles,US,Port Angeles,0 days 02:42:38
1003,366508000,0.0,OVERSEAS MARTINEZ,IMO9353589,WPAJ,1024.0,183.0,32.2,12.2,80.0,2017-01-01 00:00:52,2017-01-01 02:36:50,48.50886,-122.57032,48.50888,-122.57035,US,Anacortes,US,Anacortes,0 days 02:35:58
1004,373415000,0.0311111111111111,EOS ESPERANCE,IMO9562453,3EWW9,1004.0,179.99,28.2,10.1,79.0,2017-01-01 00:01:43,2017-01-01 02:34:41,49.28893,-123.07929,49.28893,-123.07929,CA,North Vancouver,CA,North Vancouver,0 days 02:32:58
1007,256598000,0.0104166666666666,CAPITOLA,IMO9260122,9HYI8,1004.0,225.0,32.26,14.3,70.0,2017-01-01 00:02:37,2017-01-01 02:29:40,46.04487,-122.88289,46.04481,-122.8831,US,Kalama,US,Kalama,0 days 02:27:03
1012,538006456,0.0290322580645161,EVA BULKER,IMO9544164,V7NI3,1004.0,184.75,30.6,10.0,70.0,2017-01-01 00:00:34,2017-01-01 02:33:29,49.19063,-122.91104,49.19061,-122.91106,CA,New Westminster,CA,New Westminster,0 days 02:32:55
1013,370488000,0.023076923076923,HARUKA,IMO9589619,3FZL2,1004.0,169.37,27.2,9.8,70.0,2017-01-01 00:00:49,2017-01-01 02:42:52,46.10368,-122.95058,46.10369,-122.95056,US,Rainier,US,Rainier,0 days 02:42:03
1028,314311000,0.030188679245283,AETOLIA,IMO9425813,8PWK,1004.0,189.98,32.26,12.8,70.0,2017-01-01 00:00:23,2017-01-01 02:39:24,45.63761,-122.71725,45.63749,-122.71732,US,Vancouver,US,Vancouver,0 days 02:39:01
1037,367563590,2.9661764705882345,PACIFIC STAR,IMO9430507,WDG7068,1025.0,29.87,12.19,5.2,52.0,2017-01-01 00:00:01,2017-01-01 02:35:11,38.06425,-122.0602,38.04332,-122.13147,US,Vine Hill,US,Martinez,0 days 02:35:10
1051,366629000,0.0,HORIZON SPIRIT,IMO7729459,WFLG,1004.0,272.3,30.48,12.4,70.0,2017-01-01 00:00:51,2017-01-01 02:36:50,37.78569,-122.3842,37.78569,-122.3842,US,San Francisco,US,San Francisco,0 days 02:35:59
1054,368685000,1.5974358974358978,APL KOREA,IMO9074535,WCX8883,1004.0,276.3,40.04,14.0,70.0,2017-01-01 00:02:19,2017-01-01 02:44:34,37.79435,-122.30892,37.80229,-122.36754,US,Oakland,US,San Francisco,0 days 02:42:15
1077,367513150,0.0018867924528301,COLUMBIA,IMO7042899,WDG2197,1025.0,28.17,8.69,3.0,52.0,2017-01-01 00:02:10,2017-01-01 02:35:29,46.09049,-122.93229,46.09052,-122.93227,US,Rainier,US,Rainier,0 days 02:33:19
1099,257849000,0.7800000000000009,STAR ATHENA,IMO9497880,LAOZ7,1004.0,189.98,32.26,12.9,70.0,2017-01-01 00:00:04,2017-01-01 02:32:59,49.29679,-123.08219,49.29433,-123.06718,CA,North Vancouver,CA,North Vancouver,0 days 02:32:55
1112,218361000,4.5542857142857125,PRAGUE EXPRESS,IMO9450399,DGZR2,1004.0,335.94,42.8,14.6,70.0,2017-01-01 00:00:43,2017-01-01 02:34:29,49.0226,-123.14843,48.9184,-123.10014,US,Point Roberts,US,Point Roberts,0 days 02:33:46
1120,316116000,0.0,CCGS W E RICKER,IMO7809364,CG2965,1020.0,58.0,9.53,3.9,51.0,2017-01-01 00:02:22,2017-01-01 02:23:18,48.65385,-123.45291,48.65386,-123.45291,CA,North Saanich,CA,North Saanich,0 days 02:20:56
1125,316011409,0.0617021276595745,COASTAL CELEBRATION,IMO9332779,CFN5145,1012.0,160.0,28.2,5.8,69.0,2017-01-01 00:01:52,2017-01-01 02:38:55,48.68968,-123.41005,48.68966,-123.41005,CA,North Saanich,CA,North Saanich,0 days 02:37:03
1127,366386000,0.0019607843137254,CAPE MOHICAN,IMO7223314,WDOP,79.0,266.0,32.0,9.0,79.0,2017-01-01 00:01:13,2017-01-01 02:40:13,37.74073,-122.36796,37.74069,-122.36795,US,San Francisco,US,San Francisco,0 days 02:39:00
1142,367170270,0.0326530612244898,PACIFIC SOUNDER,IMO7005877,WDD6243,30.0,32.0,12.0,3.5,30.0,2017-01-01 00:00:59,2017-01-01 02:33:56,47.66736,-122.38797,47.66732,-122.38798,US,Seattle,US,Seattle,0 days 02:32:57
